Period '120111'  '120112'  '120121'  '120122'  '120411'  '120412'  '120521'  '120522'  '120611'  '120612'  '120621'  '120622'  '120711'  '120712'  '120721'  '120722'  '120811'  '120812'  '120821'  '120822'  '120911'  '120912'  '120921'  '120922'  '121011'  '121012'  '121021'  '121022'  '121111'  '121112'  '121211'  '121212'  '121221'  '121222'  '121321'  '121322'  '121411'  '121412'  '121421'  '121422'  '121511'  '121512'  '121711'  '121712'
8.14  0.005727  0.004426  0.006652  0.007234  0.018244  0.008178  0.025760  0.011134  0.026229  0.047475  0.019872  0.035789  0.009100  0.016959  0.007693  0.010331  0.048113  0.018929  0.025572  0.064338  0.060276  0.036600  0.027116  0.024933  0.007837  0.006313  0.007394  0.009859  0.020230  0.029440  0.036961  0.030004  0.007046  0.013270  0.015990  0.012628  0.022328  0.042399  0.054977  0.023411  0.023267  0.016140  0.004608  0.005760
8.15  0.005662  0.004426  0.006652  0.007234  0.018244  0.008178  0.025760  0.011025  0.026229  0.047737  0.019770  0.035688  0.008997  0.016856  0.007693  0.010331  0.047976  0.018860  0.025572  0.064065  0.060079  0.036501  0.027116  0.024818  0.007837  0.006313  0.007394  0.009859  0.020151  0.029283  0.036787  0.030004  0.006929  0.013270  0.015990  0.012546  0.022246  0.042275  0.054881  0.023411  0.023267  0.016140  0.004608  0.005760
8.16  0.005662  0.004426  0.006652  0.007234  0.018181  0.008115  0.025760  0.011025  0.026360  0.048000  0.019669  0.035586  0.008997  0.016856  0.007693  0.010331  0.047769  0.018791  0.025708  0.063929  0.059980  0.036403  0.027001  0.024703  0.007837  0.006313  0.007394  0.009859  0.020073  0.029125  0.036613  0.029917  0.006929  0.013270  0.015990  0.012546  0.022164  0.042152  0.054689  0.023315  0.023267  0.016140  0.004608  0.005760
8.17  0.005662  0.004361  0.006652  0.007234  0.018181  0.008053  0.025760  0.011025  0.026492  0.048262  0.019567  0.035485  0.008997  0.016752  0.007583  0.010221  0.047631  0.018653  0.025708  0.063657  0.059783  0.036304  0.026886  0.024703  0.007728  0.006205  0.007306  0.009859  0.019994  0.028968  0.036526  0.029830  0.006929  0.013153  0.015990  0.012546  0.022082  0.042029  0.054593  0.023315  0.023058  0.016140  0.004608  0.005760
8.18  0.005662  0.004361  0.006569  0.007234  0.018118  0.007990  0.025760  0.010915  0.026623  0.048524  0.019365  0.035384  0.008997  0.016649  0.007583  0.010221  0.047425  0.018585  0.025708  0.063521  0.059586  0.036205  0.026886  0.024588  0.007728  0.006205  0.007306  0.009859  0.019915  0.028810  0.036352  0.029743  0.006929  0.013153  0.015908  0.012464  0.021959  0.041906  0.054497  0.023219  0.023058  0.015931  0.004608  0.005760
8.19  0.005597  0.004361  0.006569  0.007151  0.018055  0.007990  0.025760  0.010915  0.026754  0.048786  0.019263  0.035282  0.008893  0.016649  0.007583  0.010221  0.047287  0.018516  0.025708  0.063385  0.059388  0.036107  0.026771  0.024588  0.007728  0.006205  0.007306  0.009771  0.019837  0.028732  0.036178  0.029743  0.006929  0.013153  0.015908  0.012464  0.021877  0.041783  0.054401  0.023219  0.023058  0.015931  0.004608  0.005760
8.20  0.005597  0.004361  0.006569  0.007151  0.018055  0.007927  0.025760  0.010806  0.026885  0.049049  0.019162  0.035181  0.008893  0.016545  0.007583  0.010111  0.047081  0.018447  0.025708  0.063113  0.059191  0.036008  0.026656  0.024473  0.007728  0.006205  0.007306  0.009771  0.019758  0.028653  0.036091  0.029656  0.006811  0.013153  0.015908  0.012464  0.021794  0.041660  0.054305  0.023219  0.023058  0.015931  0.004608  0.005760
8.21  0.005597  0.004361  0.006569  0.007151  0.017992  0.007864  0.025651  0.010806  0.027016  0.049311  0.019060  0.035079  0.008893  0.016442  0.007583  0.010111  0.046943  0.018378  0.025708  0.062977  0.059093  0.036008  0.026656  0.024473  0.007728  0.006096  0.007306  0.009771  0.019600  0.028574  0.035917  0.029569  0.006811  0.013035  0.015908  0.012382  0.021712  0.041537  0.054210  0.023123  0.022848  0.015931  0.004608  0.005616
8.22  0.005532  0.004295  0.006569  0.007151  0.017929  0.007801  0.025651  0.010806  0.027016  0.049573  0.018959  0.034978  0.008790  0.016442  0.007473  0.010111  0.046737  0.018309  0.025708  0.062841  0.058895  0.035909  0.026542  0.024358  0.007620  0.006096  0.007218  0.009771  0.019522  0.028495  0.035743  0.029482  0.006811  0.013035  0.015826  0.012382  0.021630  0.041414  0.054114  0.023123  0.022848  0.015931  0.004464  0.005616
8.23  0.005532  0.004295  0.006486  0.007151  0.017929  0.007801  0.025651  0.010697  0.027147  0.049704  0.018858  0.034877  0.008790  0.016339  0.007473  0.010001  0.046599  0.018172  0.025708  0.062569  0.058698  0.035811  0.026542  0.024358  0.007620  0.006096  0.007218  0.009683  0.019443  0.028338  0.035569  0.029395  0.006811  0.013035  0.015826  0.012382  0.021548  0.041290  0.054018  0.023027  0.022848  0.015721  0.004464  0.005616
8.24  0.005532  0.004295  0.006486  0.007151  0.017866  0.007738  0.025651  0.010697  0.027278  0.049967  0.018858  0.034775  0.008790  0.016235  0.007473  0.010001  0.046461  0.018103  0.025708  0.062433  0.058599  0.035712  0.026427  0.024244  0.007620  0.006096  0.007218  0.009683  0.019364  0.028259  0.035395  0.029395  0.006811  0.013035  0.015826  0.012300  0.021466  0.041167  0.053922  0.023027  0.022848  0.015721  0.004464  0.005616
8.25  0.005532  0.004295  0.006486  0.007068  0.017804  0.007675  0.025651  0.010697  0.027410  0.050229  0.018756  0.034674  0.008790  0.016235  0.007473  0.010001  0.046255  0.018034  0.025844  0.062297  0.058402  0.035613  0.026312  0.024244  0.007620  0.005987  0.007218  0.009683  0.019207  0.028181  0.035309  0.029308  0.006811  0.012918  0.015744  0.012300  0.021343  0.041044  0.053826  0.022931  0.022638  0.015721  0.004464  0.005616
8.26  0.005467  0.004295  0.006486  0.007068  0.017804  0.007612  0.025651  0.010588  0.027410  0.050360  0.018655  0.034471  0.008686  0.016132  0.007363  0.009891  0.046117  0.017965  0.025844  0.062025  0.058205  0.035515  0.026312  0.024129  0.007620  0.005987  0.007218  0.009683  0.019128  0.028023  0.035135  0.029221  0.006694  0.012918  0.015744  0.012218  0.021261  0.040921  0.053730  0.022931  0.022638  0.015721  0.004464  0.005616
8.27  0.005467  0.004295  0.006486  0.007068  0.017741  0.007612  0.025542  0.010588  0.027541  0.050622  0.018554  0.034370  0.008686  0.016028  0.007363  0.009891  0.045980  0.017896  0.025844  0.061889  0.058007  0.035416  0.026197  0.024129  0.007511  0.005987  0.007130  0.009595  0.019049  0.027944  0.034961  0.029134  0.006694  0.012918  0.015744  0.012218  0.021179  0.040798  0.053634  0.022835  0.022638  0.015512  0.004464  0.005616
8.28  0.005467  0.004230  0.006403  0.007068  0.017678  0.007549  0.025542  0.010588  0.027541  0.050754  0.018554  0.034268  0.008686  0.016028  0.007363  0.009891  0.045773  0.017827  0.025844  0.061753  0.057909  0.035317  0.026197  0.024014  0.007511  0.005987  0.007130  0.009595  0.018892  0.027787  0.034787  0.029047  0.006694  0.012918  0.015662  0.012218  0.021097  0.040675  0.053538  0.022835  0.022638  0.015512  0.004464  0.005616
8.29  0.005467  0.004230  0.006403  0.007068  0.017678  0.007486  0.025542  0.010479  0.027672  0.051016  0.018452  0.034167  0.008686  0.015925  0.007363  0.009781  0.045635  0.017690  0.025844  0.061481  0.057711  0.035219  0.026082  0.024014  0.007511  0.005878  0.007130  0.009595  0.018813  0.027629  0.034613  0.028960  0.006694  0.012918  0.015662  0.012136  0.021015  0.040552  0.053442  0.022739  0.022429  0.015512  0.004464  0.005616
8.30  0.005402  0.004230  0.006403  0.006985  0.017615  0.007423  0.025542  0.010479  0.027672  0.051147  0.018351  0.034065  0.008583  0.015925  0.007363  0.009781  0.045498  0.017621  0.025844  0.061345  0.057514  0.035120  0.025967  0.023899  0.007511  0.005878  0.007130  0.009595  0.018656  0.027551  0.034439  0.028960  0.006694  0.012800  0.015662  0.012136  0.020933  0.040429  0.053346  0.022739  0.022429  0.015512  0.004464  0.005616
8.31  0.005402  0.004230  0.006403  0.006985  0.017552  0.007423  0.025542  0.010479  0.027803  0.051278  0.018351  0.033964  0.008583  0.015822  0.007254  0.009781  0.045291  0.017552  0.025844  0.061209  0.057415  0.035021  0.025967  0.023784  0.007402  0.005878  0.007130  0.009507  0.018577  0.027393  0.034265  0.028873  0.006694  0.012800  0.015580  0.012136  0.020850  0.040305  0.053250  0.022643  0.022429  0.015302  0.004464  0.005472
8.32  0.005402  0.004230  0.006403  0.006985  0.017552  0.007360  0.025542  0.010370  0.027803  0.051409  0.018249  0.033863  0.008583  0.015718  0.007254  0.009671  0.045154  0.017483  0.025844  0.060937  0.057218  0.034923  0.025852  0.023784  0.007402  0.005769  0.007042  0.009507  0.018420  0.027236  0.034091  0.028786  0.006576  0.012800  0.015580  0.012054  0.020768  0.040182  0.053154  0.022643  0.022429  0.015302  0.004320  0.005472
8.33  0.005402  0.004230  0.006320  0.006985  0.017489  0.007298  0.025433  0.010370  0.027803  0.051540  0.018148  0.033660  0.008583  0.015718  0.007254  0.009671  0.045016  0.017414  0.025844  0.060801  0.057119  0.034824  0.025737  0.023669  0.007402  0.005769  0.007042  0.009507  0.018341  0.027078  0.033917  0.028699  0.006576  0.012800  0.015580  0.012054  0.020686  0.040059  0.053058  0.022547  0.022219  0.015302  0.004320  0.005472
8.34  0.005337  0.004165  0.006320  0.006985  0.017426  0.007235  0.025433  0.010370  0.027934  0.051672  0.018148  0.033559  0.008479  0.015615  0.007254  0.009671  0.044878  0.017346  0.025844  0.060665  0.057021  0.034824  0.025737  0.023669  0.007402  0.005769  0.007042  0.009507  0.018184  0.026921  0.033830  0.028612  0.006576  0.012800  0.015498  0.011972  0.020604  0.039936  0.052962  0.022451  0.022219  0.015302  0.004320  0.005472
8.35  0.005337  0.004165  0.006320  0.006985  0.017426  0.007235  0.025433  0.010260  0.027934  0.051803  0.018047  0.033457  0.008479  0.015511  0.007254  0.009562  0.044672  0.017208  0.025844  0.060529  0.056824  0.034725  0.025622  0.023554  0.007293  0.005769  0.007042  0.009507  0.018105  0.026764  0.033656  0.028525  0.006576  0.012683  0.015498  0.011972  0.020522  0.039813  0.052866  0.022451  0.022219  0.015302  0.004320  0.005472
8.36  0.005337  0.004165  0.006320  0.006902  0.017363  0.007172  0.025433  0.010260  0.027934  0.051934  0.017945  0.033356  0.008479  0.015511  0.007144  0.009562  0.044534  0.017139  0.025844  0.060257  0.056725  0.034627  0.025622  0.023554  0.007293  0.005660  0.007042  0.009419  0.017947  0.026606  0.033482  0.028438  0.006576  0.012683  0.015498  0.011972  0.020440  0.039690  0.052770  0.022355  0.022219  0.015092  0.004320  0.005472
8.37  0.005337  0.004165  0.006320  0.006902  0.017300  0.007109  0.025433  0.010260  0.027934  0.052065  0.017844  0.033254  0.008376  0.015408  0.007144  0.009562  0.044396  0.017070  0.025844  0.060121  0.056626  0.034528  0.025507  0.023439  0.007293  0.005660  0.006954  0.009419  0.017869  0.026449  0.033308  0.028351  0.006576  0.012683  0.015416  0.011890  0.020358  0.039567  0.052674  0.022355  0.022010  0.015092  0.004320  0.005472
8.38  0.005272  0.004165  0.006320  0.006902  0.017300  0.007046  0.025433  0.010151  0.028065  0.052196  0.017844  0.033052  0.008376  0.015408  0.007144  0.009452  0.044259  0.017001  0.025844  0.059985  0.056528  0.034430  0.025393  0.023439  0.007293  0.005660  0.006954  0.009419  0.017711  0.026291  0.033134  0.028264  0.006459  0.012683  0.015416  0.011890  0.020276  0.039443  0.052578  0.022259  0.022010  0.015092  0.004320  0.005472
8.39  0.005272  0.004165  0.006236  0.006902  0.017237  0.007046  0.025433  0.010151  0.028065  0.052327  0.017742  0.032950  0.008376  0.015304  0.007144  0.009452  0.044052  0.016933  0.025844  0.059849  0.056330  0.034331  0.025393  0.023324  0.007293  0.005660  0.006954  0.009419  0.017554  0.026134  0.032960  0.028177  0.006459  0.012566  0.015416  0.011890  0.020194  0.039320  0.052482  0.022259  0.022010  0.015092  0.004320  0.005472
8.40  0.005272  0.004165  0.006236  0.006902  0.017174  0.006983  0.025433  0.010151  0.028065  0.052327  0.017641  0.032849  0.008376  0.015201  0.007144  0.009452  0.043915  0.016864  0.025844  0.059577  0.056232  0.034232  0.025278  0.023209  0.007184  0.005551  0.006954  0.009331  0.017475  0.025976  0.032786  0.028090  0.006459  0.012566  0.015334  0.011808  0.020112  0.039197  0.052387  0.022164  0.022010  0.014883  0.004320  0.005472
8.41  0.005272  0.004100  0.006236  0.006902  0.017174  0.006920  0.025324  0.010042  0.028065  0.052459  0.017641  0.032747  0.008273  0.015201  0.007034  0.009342  0.043777  0.016795  0.025844  0.059441  0.056133  0.034134  0.025278  0.023209  0.007184  0.005551  0.006954  0.009331  0.017318  0.025819  0.032613  0.028003  0.006459  0.012566  0.015334  0.011808  0.020030  0.039074  0.052291  0.022164  0.021800  0.014883  0.004176  0.005328
8.42  0.005207  0.004100  0.006236  0.006819  0.017112  0.006920  0.025324  0.010042  0.028065  0.052590  0.017540  0.032545  0.008273  0.015098  0.007034  0.009342  0.043639  0.016726  0.025844  0.059305  0.056034  0.034035  0.025163  0.023095  0.007184  0.005551  0.006866  0.009331  0.017239  0.025662  0.032439  0.028003  0.006459  0.012566  0.015334  0.011726  0.019947  0.038951  0.052195  0.022068  0.021800  0.014883  0.004176  0.005328
8.43  0.005207  0.004100  0.006236  0.006819  0.017049  0.006857  0.025324  0.010042  0.028065  0.052590  0.017438  0.032443  0.008273  0.015098  0.007034  0.009232  0.043502  0.016588  0.025844  0.059169  0.055837  0.033936  0.025163  0.023095  0.007184  0.005551  0.006866  0.009331  0.017081  0.025425  0.032265  0.027916  0.006459  0.012566  0.015252  0.011726  0.019865  0.038828  0.052099  0.021972  0.021800  0.014883  0.004176  0.005328
8.44  0.005207  0.004100  0.006153  0.006819  0.017049  0.006794  0.025324  0.009933  0.028065  0.052590  0.017438  0.032342  0.008169  0.014994  0.007034  0.009232  0.043364  0.016520  0.025844  0.059033  0.055738  0.033838  0.025048  0.022980  0.007184  0.005443  0.006866  0.009243  0.017003  0.025268  0.032091  0.027916  0.006342  0.012448  0.015252  0.011726  0.019783  0.038705  0.052003  0.021972  0.021800  0.014883  0.004176  0.005328
8.45  0.005207  0.004100  0.006153  0.006819  0.016986  0.006794  0.025324  0.009933  0.028065  0.052721  0.017337  0.032241  0.008169  0.014891  0.007034  0.009232  0.043226  0.016451  0.025844  0.058761  0.055640  0.033739  0.025048  0.022980  0.007075  0.005443  0.006866  0.009243  0.016845  0.025111  0.031917  0.027829  0.006342  0.012448  0.015252  0.011644  0.019701  0.038582  0.051907  0.021876  0.021590  0.014673  0.004176  0.005328
8.46  0.005207  0.004100  0.006153  0.006819  0.016923  0.006794  0.025324  0.009933  0.027934  0.052721  0.017236  0.032038  0.008169  0.014891  0.006924  0.009122  0.043020  0.016382  0.025844  0.058625  0.055541  0.033640  0.024933  0.022865  0.007075  0.005443  0.006866  0.009243  0.016767  0.024874  0.031743  0.027829  0.006342  0.012448  0.015170  0.011644  0.019619  0.038458  0.051811  0.021876  0.021590  0.014673  0.004176  0.005328
8.47  0.005142  0.004100  0.006153  0.006819  0.016923  0.006794  0.025324  0.009824  0.027934  0.052721  0.017134  0.031936  0.008169  0.014787  0.006924  0.009122  0.042882  0.016313  0.025844  0.058489  0.055442  0.033640  0.024933  0.022750  0.007075  0.005334  0.006866  0.009243  0.016688  0.024717  0.031569  0.027742  0.006342  0.012448  0.015170  0.011562  0.019537  0.038335  0.051715  0.021780  0.021590  0.014673  0.004176  0.005328
8.48  0.005142  0.004100  0.006153  0.006735  0.016860  0.006731  0.025215  0.009824  0.027934  0.052721  0.017134  0.031835  0.008066  0.014684  0.006924  0.009122  0.042744  0.016244  0.025844  0.058353  0.055344  0.033542  0.024818  0.022750  0.007075  0.005334  0.006778  0.009243  0.016530  0.024481  0.031395  0.027742  0.006342  0.012448  0.015088  0.011562  0.019455  0.038212  0.051619  0.021684  0.021590  0.014673  0.004176  0.005328
8.49  0.005142  0.004035  0.006153  0.006735  0.016797  0.006731  0.025215  0.009824  0.027934  0.052852  0.017033  0.031632  0.008066  0.014684  0.006924  0.009012  0.042607  0.016175  0.025708  0.058217  0.055146  0.033443  0.024818  0.022635  0.007075  0.005334  0.006778  0.009155  0.016452  0.024323  0.031221  0.027655  0.006342  0.012331  0.015088  0.011562  0.019373  0.038089  0.051523  0.021684  0.021381  0.014463  0.004032  0.005328
8.50  0.005142  0.004035  0.006070  0.006735  0.016797  0.006731  0.025215  0.009715  0.027803  0.052852  0.016931  0.031531  0.008066  0.014581  0.006924  0.009012  0.042469  0.016107  0.025708  0.058081  0.055048  0.033344  0.024703  0.022635  0.006966  0.005334  0.006778  0.009155  0.016294  0.024166  0.031047  0.027568  0.006342  0.012331  0.015088  0.011480  0.019291  0.037966  0.051427  0.021588  0.021381  0.014463  0.004032  0.005328
8.51  0.005076  0.004035  0.006070  0.006735  0.016734  0.006668  0.025215  0.009715  0.027803  0.052852  0.016931  0.031429  0.007962  0.014581  0.006814  0.008902  0.042331  0.016038  0.025708  0.057809  0.054949  0.033246  0.024703  0.022520  0.006966  0.005225  0.006778  0.009155  0.016216  0.023930  0.030873  0.027568  0.006224  0.012331  0.015006  0.011480  0.019209  0.037884  0.051331  0.021588  0.021381  0.014463  0.004032  0.005328
8.52  0.005076  0.004035  0.006070  0.006735  0.016671  0.006668  0.025215  0.009715  0.027803  0.052852  0.016830  0.031227  0.007962  0.014477  0.006814  0.008902  0.042194  0.015900  0.025708  0.057673  0.054850  0.033147  0.024588  0.022520  0.006966  0.005225  0.006778  0.009155  0.016216  0.023694  0.030699  0.027482  0.006224  0.012331  0.015006  0.011398  0.019127  0.037761  0.051235  0.021492  0.021381  0.014463  0.004032  0.005184
8.53  0.005076  0.004035  0.006070  0.006652  0.016671  0.006668  0.025105  0.009606  0.027672  0.052721  0.016729  0.031125  0.007962  0.014477  0.006814  0.008902  0.042056  0.015831  0.025708  0.057536  0.054752  0.033048  0.024588  0.022405  0.006966  0.005225  0.006690  0.009067  0.016137  0.023536  0.030525  0.027482  0.006224  0.012331  0.015006  0.011398  0.019086  0.037638  0.051139  0.021396  0.021171  0.014463  0.004032  0.005184
8.54  0.005076  0.004035  0.006070  0.006652  0.016608  0.006668  0.025105  0.009606  0.027672  0.052721  0.016729  0.031024  0.007962  0.014374  0.006814  0.008792  0.041850  0.015762  0.025708  0.057400  0.054653  0.032950  0.024473  0.022290  0.006858  0.005225  0.006690  0.009067  0.016058  0.023300  0.030351  0.027395  0.006224  0.012331  0.014924  0.011398  0.019003  0.037514  0.051043  0.021396  0.021171  0.014254  0.004032  0.005184
