Period '120111'  '120112'  '120121'  '120122'  '120411'  '120412'  '120521'  '120522'  '120611'  '120612'  '120621'  '120622'  '120711'  '120712'  '120721'  '120722'  '120811'  '120812'  '120821'  '120822'  '120911'  '120912'  '120921'  '120922'  '121011'  '121012'  '121021'  '121022'  '121111'  '121112'  '121211'  '121212'  '121221'  '121222'  '121321'  '121322'  '121411'  '121412'  '121421'  '121422'  '121511'  '121512'  '121711'  '121712'
4.28  0.028246  0.022909  0.034508  0.033261  0.053222  0.029505  0.043552  0.046827  0.076852  0.130097  0.052822  0.064887  0.029161  0.048085  0.039345  0.038026  0.116807  0.054446  0.032373  0.139557  0.079809  0.073594  0.056875  0.044581  0.020791  0.026342  0.036619  0.045510  0.059667  0.068956  0.050093  0.060094  0.042629  0.059775  0.021565  0.023205  0.078271  0.149196  0.048165  0.025042  0.167064  0.077977  0.020305  0.034706
4.29  0.028181  0.022779  0.034342  0.033012  0.053348  0.029442  0.043552  0.046281  0.078688  0.130228  0.052518  0.064684  0.028954  0.048085  0.039015  0.037697  0.115844  0.054515  0.032373  0.139965  0.080204  0.073792  0.057104  0.044695  0.020791  0.026124  0.036443  0.045246  0.059352  0.069034  0.049310  0.059833  0.042159  0.059422  0.021565  0.023205  0.077943  0.149483  0.048357  0.024850  0.166016  0.077558  0.020161  0.034562
4.30  0.028050  0.022649  0.034176  0.032845  0.053411  0.029379  0.043443  0.045845  0.080393  0.130228  0.052213  0.064481  0.028748  0.048188  0.038686  0.037257  0.114880  0.054515  0.032237  0.140237  0.080697  0.073989  0.057334  0.044810  0.020791  0.025907  0.036355  0.045070  0.059037  0.069192  0.048701  0.060007  0.041807  0.059070  0.021565  0.023123  0.077615  0.149770  0.048549  0.024562  0.164968  0.077139  0.020017  0.034418
4.31  0.027920  0.022518  0.033926  0.032596  0.053474  0.029316  0.043443  0.045408  0.082229  0.130228  0.051909  0.064380  0.028541  0.048188  0.038356  0.036927  0.113916  0.054515  0.032237  0.140645  0.081092  0.074186  0.057679  0.044925  0.020791  0.025689  0.036179  0.044806  0.058723  0.069271  0.048006  0.060703  0.041337  0.058718  0.021565  0.023041  0.077286  0.150016  0.048837  0.024274  0.163919  0.076719  0.020017  0.034274
4.32  0.027855  0.022388  0.033760  0.032430  0.053474  0.029253  0.043334  0.044971  0.083934  0.130097  0.051504  0.064177  0.028334  0.048188  0.038026  0.036488  0.112953  0.054515  0.032101  0.140917  0.081585  0.074285  0.057909  0.045040  0.020682  0.025580  0.036003  0.044630  0.058408  0.069349  0.047484  0.061312  0.040868  0.058483  0.021483  0.022959  0.076958  0.150304  0.049028  0.024082  0.162871  0.076300  0.019873  0.034130
4.33  0.027725  0.022258  0.033511  0.032180  0.053537  0.029190  0.043334  0.044535  0.085507  0.129966  0.051200  0.063974  0.028231  0.048395  0.037587  0.036048  0.112058  0.054446  0.031965  0.141325  0.081980  0.074482  0.058139  0.045040  0.020682  0.025362  0.035915  0.044454  0.058014  0.069507  0.046875  0.061920  0.040398  0.058131  0.021483  0.022877  0.076629  0.150550  0.049316  0.023795  0.161823  0.075671  0.019729  0.033986
4.34  0.027660  0.022128  0.033344  0.032014  0.053537  0.029127  0.043225  0.043989  0.087212  0.129966  0.050794  0.063974  0.028024  0.048602  0.037257  0.035828  0.111094  0.054446  0.031965  0.141597  0.082374  0.074581  0.058368  0.045155  0.020682  0.025145  0.035739  0.044190  0.057699  0.069585  0.046440  0.062442  0.040046  0.057778  0.021483  0.022795  0.076342  0.150755  0.049508  0.023603  0.160775  0.075252  0.019729  0.033698
4.35  0.027530  0.021998  0.033095  0.031848  0.053537  0.029002  0.043225  0.043771  0.088786  0.129704  0.050389  0.063873  0.027817  0.048809  0.036927  0.035718  0.110199  0.054446  0.031829  0.141869  0.082769  0.074778  0.058598  0.045270  0.020682  0.025036  0.035563  0.044014  0.057384  0.069664  0.046005  0.062964  0.039576  0.057426  0.021483  0.022713  0.076014  0.151002  0.049796  0.023315  0.159727  0.074833  0.019585  0.033554
4.36  0.027400  0.021868  0.032929  0.031598  0.053537  0.028939  0.043116  0.043771  0.090360  0.129573  0.049983  0.063873  0.027610  0.049016  0.036598  0.035608  0.109236  0.054446  0.031829  0.142141  0.083164  0.074877  0.058713  0.045385  0.020573  0.024818  0.035475  0.043837  0.057069  0.069743  0.045571  0.063399  0.039106  0.057074  0.021401  0.022631  0.075685  0.151248  0.049988  0.023027  0.158469  0.074204  0.019441  0.033410
4.37  0.027335  0.021737  0.032762  0.031432  0.053537  0.028876  0.043116  0.043880  0.091934  0.129441  0.049577  0.063873  0.027403  0.049119  0.036488  0.035499  0.108341  0.054377  0.031829  0.142413  0.083558  0.075074  0.058943  0.045385  0.020573  0.024600  0.035299  0.043661  0.056755  0.069822  0.045223  0.063834  0.038636  0.056721  0.021401  0.022549  0.075398  0.151453  0.050180  0.022835  0.157421  0.073785  0.019441  0.033266
4.38  0.027204  0.021607  0.032513  0.031182  0.053474  0.028813  0.043116  0.043880  0.093507  0.129179  0.049172  0.063771  0.027300  0.049326  0.036268  0.035499  0.107446  0.054377  0.031693  0.142685  0.083854  0.075173  0.059173  0.045500  0.020573  0.024383  0.035123  0.043397  0.056361  0.069900  0.044962  0.064268  0.038167  0.056369  0.021401  0.022467  0.075070  0.151658  0.050468  0.022643  0.156373  0.073156  0.019297  0.032978
4.39  0.027139  0.021477  0.032346  0.031016  0.053411  0.028750  0.043007  0.043880  0.095081  0.129310  0.048766  0.063670  0.027093  0.049533  0.036158  0.035389  0.106551  0.054308  0.031693  0.142957  0.084249  0.075370  0.059402  0.045500  0.020573  0.024165  0.034947  0.043221  0.056046  0.069900  0.044701  0.064703  0.037697  0.056017  0.021319  0.022467  0.074782  0.151822  0.050660  0.022643  0.155325  0.072527  0.019153  0.032834
4.40  0.027009  0.021347  0.032180  0.030850  0.053348  0.028687  0.043007  0.043880  0.096655  0.129310  0.048361  0.063670  0.026886  0.049739  0.035938  0.035279  0.105656  0.054308  0.031557  0.143229  0.084545  0.075469  0.059517  0.045615  0.020464  0.024056  0.034859  0.043045  0.055731  0.069900  0.044527  0.065051  0.037227  0.055664  0.021319  0.022385  0.074454  0.152028  0.050947  0.022643  0.154277  0.072108  0.019153  0.032690
4.41  0.026879  0.021217  0.031931  0.030600  0.053285  0.028624  0.042898  0.043989  0.098097  0.129310  0.047854  0.063569  0.026886  0.049843  0.035718  0.035169  0.104762  0.054308  0.031557  0.143501  0.084939  0.075567  0.059747  0.045730  0.020464  0.023947  0.034683  0.042781  0.055416  0.069900  0.044353  0.065312  0.036757  0.055312  0.021237  0.022303  0.074167  0.152192  0.051139  0.022643  0.153229  0.071479  0.019009  0.032402
4.42  0.026814  0.021087  0.031764  0.030434  0.053222  0.028561  0.042898  0.043989  0.099671  0.129179  0.047448  0.063569  0.026886  0.050050  0.035608  0.035169  0.103867  0.054239  0.031421  0.143637  0.085235  0.075666  0.059862  0.045730  0.020464  0.023838  0.034507  0.042605  0.055023  0.069900  0.044179  0.065573  0.036405  0.054960  0.021237  0.022221  0.073838  0.152356  0.051427  0.022643  0.151971  0.070850  0.018865  0.032258
4.43  0.026684  0.020956  0.031598  0.030268  0.053096  0.028435  0.042898  0.043989  0.101114  0.129179  0.046941  0.063467  0.026886  0.050153  0.035389  0.035059  0.103041  0.054239  0.031421  0.143909  0.085531  0.075765  0.060092  0.045844  0.020355  0.023621  0.034331  0.042429  0.054708  0.069900  0.044092  0.065834  0.036170  0.054608  0.021237  0.022139  0.073551  0.152520  0.051619  0.022739  0.150923  0.070221  0.018865  0.032114
4.44  0.026619  0.020826  0.031432  0.030018  0.053033  0.028372  0.042788  0.043989  0.102688  0.129048  0.046637  0.063366  0.026783  0.050257  0.035279  0.034949  0.102215  0.054239  0.031285  0.144181  0.085729  0.075863  0.060207  0.045844  0.020355  0.023512  0.034154  0.042253  0.054393  0.069900  0.044005  0.066095  0.035818  0.054255  0.021319  0.022057  0.073223  0.152684  0.051811  0.022931  0.149875  0.069592  0.018721  0.031826
4.45  0.026488  0.020761  0.031182  0.029852  0.052907  0.028310  0.042788  0.043989  0.104130  0.128917  0.046435  0.063366  0.026783  0.050463  0.035059  0.034839  0.101320  0.054170  0.031285  0.144317  0.086025  0.075962  0.060322  0.045959  0.020355  0.023403  0.033978  0.042077  0.054000  0.069900  0.044005  0.066356  0.035466  0.053903  0.021319  0.021975  0.072935  0.152807  0.052099  0.023219  0.148827  0.068964  0.018577  0.031682
4.46  0.026423  0.020631  0.031016  0.029686  0.052782  0.028247  0.042788  0.043989  0.105704  0.128654  0.046333  0.063264  0.026783  0.050567  0.034949  0.034729  0.100494  0.054170  0.031285  0.144589  0.086320  0.076061  0.060551  0.045959  0.020246  0.023185  0.033890  0.041813  0.053685  0.069822  0.044005  0.066617  0.035113  0.053551  0.021319  0.021893  0.072648  0.152931  0.052291  0.023411  0.147569  0.068335  0.018577  0.031394
4.47  0.026293  0.020501  0.030850  0.029436  0.052656  0.028184  0.042679  0.043989  0.107147  0.128523  0.046130  0.063163  0.026679  0.050670  0.034729  0.034619  0.099668  0.054102  0.031149  0.144725  0.086518  0.076159  0.060666  0.045959  0.020246  0.023076  0.033714  0.041637  0.053370  0.069743  0.044005  0.066791  0.034878  0.053433  0.021401  0.021811  0.072320  0.153054  0.052578  0.023603  0.146521  0.067706  0.018433  0.031250
4.48  0.026163  0.020371  0.030683  0.029270  0.052467  0.028058  0.042679  0.043989  0.108589  0.128261  0.046029  0.063062  0.026679  0.050774  0.034619  0.034619  0.098842  0.054102  0.031149  0.144997  0.086715  0.076258  0.060896  0.046074  0.020137  0.022968  0.033538  0.041461  0.052976  0.069664  0.044092  0.066964  0.034526  0.053316  0.021401  0.021729  0.072033  0.153136  0.052770  0.023795  0.145473  0.067077  0.018433  0.030962
4.49  0.026098  0.020241  0.030517  0.029103  0.052341  0.027995  0.042679  0.043989  0.110032  0.127999  0.045826  0.063062  0.026679  0.050980  0.034399  0.034509  0.098085  0.054102  0.031013  0.145133  0.087011  0.076357  0.061011  0.046074  0.020137  0.022859  0.033362  0.041285  0.052661  0.069585  0.044179  0.067138  0.034174  0.053198  0.021483  0.021647  0.071745  0.153218  0.052962  0.023987  0.144425  0.067077  0.018289  0.030818
4.50  0.025968  0.020110  0.030268  0.028937  0.052153  0.027932  0.042679  0.043880  0.111343  0.128261  0.045725  0.062960  0.026679  0.051084  0.034290  0.034399  0.097259  0.054033  0.031013  0.145269  0.087208  0.076455  0.061241  0.046074  0.020137  0.022750  0.033186  0.041109  0.052346  0.069507  0.044266  0.067225  0.033821  0.053081  0.021483  0.021565  0.071458  0.153300  0.053250  0.024178  0.143377  0.067287  0.018145  0.030530
4.51  0.025903  0.020045  0.030101  0.028688  0.052027  0.027806  0.042570  0.043880  0.112655  0.128917  0.045623  0.062859  0.026576  0.051187  0.034070  0.034290  0.096502  0.053964  0.031013  0.145405  0.087307  0.076554  0.061356  0.046189  0.020029  0.022641  0.033010  0.040845  0.052032  0.069349  0.044353  0.067312  0.033587  0.052963  0.021483  0.021483  0.071130  0.153382  0.053442  0.024370  0.142119  0.067287  0.018145  0.030386
4.52  0.025773  0.019915  0.029935  0.028521  0.051838  0.027743  0.042570  0.043880  0.113966  0.129441  0.045522  0.062758  0.026576  0.051291  0.033960  0.034180  0.095745  0.053964  0.030877  0.145541  0.087504  0.076554  0.061471  0.046189  0.020029  0.022532  0.032834  0.040668  0.051717  0.069271  0.044440  0.067399  0.033352  0.052729  0.021565  0.021401  0.071047  0.153464  0.053634  0.024562  0.141071  0.067287  0.018001  0.030098
4.53  0.025708  0.019785  0.029769  0.028355  0.051649  0.027680  0.042570  0.043880  0.115146  0.129835  0.045319  0.062656  0.026576  0.051394  0.033740  0.034070  0.094988  0.053895  0.030877  0.145678  0.087702  0.076653  0.061586  0.046189  0.019920  0.022314  0.032658  0.040492  0.051323  0.069113  0.044614  0.067486  0.033117  0.052611  0.021565  0.021319  0.070924  0.153505  0.053922  0.024658  0.140023  0.067496  0.018001  0.029954
4.54  0.025577  0.019655  0.029602  0.028189  0.051398  0.027555  0.042570  0.043771  0.116196  0.130359  0.045218  0.062555  0.026473  0.051497  0.033630  0.033960  0.094230  0.053826  0.030877  0.145814  0.087800  0.076751  0.061700  0.046189  0.019920  0.022206  0.032482  0.040316  0.051008  0.068956  0.044701  0.067486  0.032882  0.052494  0.021565  0.021319  0.070842  0.153546  0.054114  0.024850  0.138975  0.067496  0.017857  0.029666
4.55  0.025447  0.019525  0.029436  0.028023  0.051209  0.027492  0.042570  0.043771  0.117245  0.130622  0.045117  0.062453  0.026473  0.051601  0.033410  0.033850  0.093542  0.053826  0.030741  0.145950  0.087998  0.076751  0.061815  0.046189  0.019811  0.022097  0.032306  0.040140  0.050693  0.068798  0.044875  0.067486  0.032765  0.052259  0.021647  0.021237  0.070760  0.153546  0.054305  0.024946  0.137717  0.067496  0.017713  0.029378
4.56  0.025382  0.019460  0.029270  0.027856  0.051020  0.027429  0.042461  0.043771  0.118163  0.130884  0.045015  0.062352  0.026473  0.051601  0.033300  0.033740  0.092785  0.053757  0.030741  0.146086  0.088096  0.076850  0.061930  0.046189  0.019811  0.021988  0.032130  0.039964  0.050379  0.068562  0.045049  0.067486  0.032530  0.052141  0.021647  0.021155  0.070678  0.153587  0.054593  0.025042  0.136669  0.067496  0.017713  0.029234
4.57  0.025252  0.019329  0.029103  0.027607  0.050769  0.027303  0.042461  0.043662  0.118950  0.131146  0.045015  0.062251  0.026473  0.051704  0.033081  0.033630  0.092097  0.053689  0.030741  0.146222  0.088195  0.076850  0.062045  0.046189  0.019702  0.021770  0.031954  0.039788  0.050064  0.068405  0.045136  0.067399  0.032295  0.051907  0.021647  0.021155  0.070555  0.153587  0.054881  0.025138  0.135621  0.067706  0.017569  0.028946
4.58  0.025187  0.019199  0.028854  0.027440  0.050580  0.027240  0.042461  0.043662  0.119737  0.131277  0.045015  0.062149  0.026369  0.051808  0.032971  0.033520  0.091408  0.053620  0.030605  0.146222  0.088293  0.076850  0.062160  0.046189  0.019702  0.021661  0.031778  0.039612  0.049749  0.068168  0.045310  0.067399  0.032060  0.051789  0.021729  0.021155  0.070473  0.153587  0.055073  0.025234  0.134573  0.067706  0.017569  0.028802
4.59  0.025057  0.019134  0.028688  0.027274  0.050328  0.027177  0.042461  0.043552  0.120261  0.131409  0.045015  0.062048  0.026369  0.051911  0.032861  0.033410  0.090720  0.053551  0.030605  0.146358  0.088392  0.076850  0.062160  0.046189  0.019593  0.021553  0.031690  0.039348  0.049434  0.067932  0.045397  0.067312  0.031825  0.051554  0.021729  0.021237  0.070391  0.153546  0.055361  0.025330  0.133525  0.067706  0.017425  0.028514
4.60  0.024992  0.019004  0.028521  0.027108  0.050077  0.027051  0.042461  0.043552  0.120655  0.131409  0.045015  0.061946  0.026369  0.051911  0.032641  0.033300  0.090101  0.053482  0.030605  0.146358  0.088491  0.076949  0.062275  0.046189  0.019484  0.021335  0.031514  0.039172  0.049119  0.067696  0.045571  0.067138  0.031708  0.051319  0.021729  0.021237  0.070309  0.153546  0.055649  0.025330  0.132477  0.067915  0.017281  0.028226
4.61  0.024861  0.018874  0.028355  0.026942  0.049825  0.026988  0.042461  0.043443  0.121048  0.131277  0.045015  0.061845  0.026266  0.052014  0.032531  0.033191  0.089412  0.053413  0.030468  0.146494  0.088491  0.076949  0.062275  0.046189  0.019484  0.021226  0.031338  0.038996  0.048804  0.067460  0.045658  0.067051  0.031473  0.051084  0.021729  0.021319  0.070227  0.153505  0.055937  0.025426  0.131219  0.067915  0.017281  0.028082
4.62  0.024796  0.018809  0.028189  0.026775  0.049636  0.026863  0.042461  0.043334  0.121179  0.131146  0.045015  0.061744  0.026266  0.052014  0.032311  0.033081  0.088793  0.053344  0.030468  0.146494  0.088589  0.076949  0.062390  0.046189  0.019375  0.021117  0.031162  0.038820  0.048489  0.067145  0.045832  0.066877  0.031238  0.050850  0.021729  0.021319  0.070144  0.153464  0.056128  0.025426  0.130171  0.067915  0.017137  0.027794
4.63  0.024666  0.018679  0.028023  0.026609  0.049385  0.026800  0.042461  0.043334  0.121310  0.130884  0.045015  0.061642  0.026266  0.052118  0.032201  0.032971  0.088173  0.053344  0.030468  0.146630  0.088589  0.076850  0.062390  0.046189  0.019375  0.020899  0.030986  0.038644  0.048174  0.066909  0.045918  0.066704  0.031003  0.050732  0.021811  0.021319  0.070062  0.153382  0.056416  0.025426  0.129123  0.068125  0.017137  0.027650
4.64  0.024536  0.018548  0.027856  0.026443  0.049133  0.026737  0.042352  0.043225  0.121179  0.130622  0.045117  0.061541  0.026162  0.052118  0.032092  0.032861  0.087554  0.053276  0.030332  0.146630  0.088589  0.076850  0.062390  0.046189  0.019267  0.020791  0.030809  0.038468  0.047860  0.066594  0.046005  0.066530  0.030886  0.050497  0.021811  0.021401  0.069980  0.153341  0.056608  0.025426  0.128075  0.068125  0.016993  0.027362
4.65  0.024471  0.018483  0.027690  0.026276  0.048881  0.026611  0.042352  0.043225  0.120917  0.130228  0.045117  0.061541  0.026162  0.052118  0.031872  0.032641  0.086934  0.053207  0.030332  0.146630  0.088688  0.076850  0.062390  0.046074  0.019158  0.020573  0.030633  0.038292  0.047545  0.066279  0.046092  0.066356  0.030651  0.050262  0.021811  0.021401  0.069898  0.153259  0.056896  0.025426  0.127027  0.068125  0.016993  0.027074
4.66  0.024341  0.018353  0.027524  0.026110  0.048630  0.026548  0.042352  0.043116  0.120655  0.129704  0.045117  0.061440  0.026162  0.052221  0.031762  0.032531  0.086384  0.053207  0.030332  0.146630  0.088589  0.076850  0.062505  0.046074  0.019158  0.020464  0.030457  0.038116  0.047230  0.065964  0.046179  0.066095  0.030416  0.050028  0.021811  0.021483  0.069857  0.153177  0.057184  0.025426  0.125979  0.068335  0.016849  0.026930
4.67  0.024276  0.018223  0.027357  0.025944  0.048378  0.026422  0.042352  0.043007  0.120130  0.129179  0.045117  0.061338  0.026059  0.052221  0.031542  0.032421  0.085764  0.053207  0.030332  0.146630  0.088589  0.076751  0.062505  0.046074  0.019049  0.020246  0.030281  0.037940  0.046915  0.065571  0.046266  0.065834  0.030298  0.049793  0.021811  0.021483  0.069775  0.153054  0.057376  0.025330  0.124931  0.068335  0.016705  0.026642
4.68  0.024146  0.018158  0.027191  0.025777  0.048126  0.026359  0.042352  0.042898  0.119474  0.128523  0.045117  0.061237  0.026059  0.052221  0.031432  0.032311  0.085214  0.053207  0.030196  0.146630  0.088589  0.076751  0.062390  0.046074  0.018940  0.020137  0.030105  0.037764  0.046600  0.065256  0.046353  0.065573  0.030063  0.049440  0.021893  0.021483  0.069693  0.152931  0.057568  0.025330  0.123673  0.068335  0.016705  0.026354
4.69  0.024080  0.018028  0.027108  0.025611  0.047875  0.026234  0.042352  0.042898  0.118819  0.127868  0.045117  0.061135  0.026059  0.052221  0.031322  0.032201  0.084663  0.053207  0.030196  0.146630  0.088491  0.076653  0.062390  0.045959  0.018940  0.019920  0.029929  0.037588  0.046285  0.064862  0.046353  0.065312  0.029829  0.049205  0.021893  0.021565  0.069611  0.152849  0.057855  0.025234  0.122625  0.068335  0.016561  0.026210
4.70  0.023950  0.017963  0.026942  0.025445  0.047623  0.026171  0.042352  0.042788  0.118032  0.127081  0.045117  0.061034  0.025956  0.052221  0.031102  0.032092  0.084112  0.053207  0.030196  0.146630  0.088392  0.076653  0.062390  0.045959  0.018831  0.019811  0.029753  0.037411  0.045970  0.064548  0.046353  0.065051  0.029711  0.048971  0.021893  0.021565  0.069529  0.152684  0.058047  0.025138  0.121577  0.068335  0.016561  0.026066
4.71  0.023885  0.017833  0.026775  0.025278  0.047371  0.026045  0.042352  0.042679  0.117114  0.126294  0.045218  0.060933  0.025956  0.052221  0.030993  0.031982  0.083630  0.053207  0.030060  0.146630  0.088293  0.076554  0.062390  0.045844  0.018722  0.019593  0.029577  0.037235  0.045656  0.064154  0.046440  0.064703  0.029476  0.048736  0.021893  0.021565  0.069447  0.152561  0.058239  0.025138  0.120948  0.068544  0.016417  0.025922
4.72  0.023755  0.017702  0.026609  0.025112  0.047120  0.025982  0.042352  0.042570  0.116064  0.125507  0.045218  0.060831  0.025852  0.052221  0.030883  0.031762  0.083080  0.053207  0.030060  0.146630  0.088195  0.076455  0.062275  0.045844  0.018722  0.019484  0.029401  0.037059  0.045341  0.063682  0.046440  0.064442  0.029241  0.048383  0.021893  0.021647  0.069365  0.152397  0.058527  0.024946  0.120319  0.068544  0.016417  0.025778
4.73  0.023690  0.017637  0.026443  0.024946  0.046868  0.025856  0.042352  0.042461  0.115278  0.124589  0.045218  0.060730  0.025852  0.052221  0.030663  0.031652  0.082598  0.053207  0.030060  0.146630  0.088096  0.076455  0.062275  0.045730  0.018614  0.019267  0.029225  0.036883  0.045026  0.063288  0.046353  0.064095  0.029124  0.048149  0.021893  0.021647  0.069324  0.152233  0.058719  0.024850  0.119691  0.068544  0.016273  0.025634
4.74  0.023560  0.017507  0.026276  0.024780  0.046616  0.025793  0.042352  0.042352  0.114622  0.123671  0.045218  0.060628  0.025852  0.052118  0.030553  0.031542  0.082116  0.053276  0.030060  0.146630  0.087998  0.076357  0.062275  0.045730  0.018505  0.019158  0.029049  0.036707  0.044711  0.062894  0.046353  0.063747  0.028889  0.047914  0.021893  0.021647  0.069242  0.152069  0.058911  0.024754  0.119271  0.068544  0.016273  0.025634
4.75  0.023430  0.017442  0.026110  0.024613  0.046365  0.025667  0.042352  0.042243  0.113835  0.122884  0.045218  0.060527  0.025749  0.052118  0.030443  0.031432  0.081634  0.053276  0.030060  0.146630  0.087800  0.076258  0.062160  0.045615  0.018396  0.018940  0.028873  0.036531  0.044396  0.062422  0.046266  0.063399  0.028772  0.047561  0.021893  0.021729  0.069159  0.151904  0.059103  0.024562  0.118642  0.068544  0.016129  0.025490
4.76  0.023365  0.017312  0.025944  0.024447  0.046113  0.025604  0.042352  0.042133  0.113048  0.122884  0.045218  0.060426  0.025749  0.052118  0.030333  0.031322  0.081152  0.053276  0.030060  0.146494  0.087603  0.076159  0.062045  0.045615  0.018396  0.018722  0.028697  0.036355  0.044081  0.062580  0.046266  0.063138  0.028537  0.047327  0.021893  0.021729  0.069077  0.151699  0.059295  0.024466  0.118014  0.068335  0.015985  0.025346
4.77  0.023234  0.017247  0.025861  0.024281  0.045862  0.025479  0.042352  0.042024  0.112130  0.122884  0.045218  0.060324  0.025749  0.052014  0.030113  0.031102  0.080739  0.053344  0.030196  0.146494  0.087406  0.076061  0.062045  0.045500  0.018287  0.018614  0.028521  0.036179  0.043766  0.062737  0.046179  0.062790  0.028419  0.047092  0.021893  0.021729  0.068995  0.151535  0.059487  0.024274  0.117385  0.068335  0.015985  0.025202
4.78  0.023169  0.017117  0.025694  0.024114  0.045610  0.025416  0.042352  0.041915  0.111212  0.122753  0.045218  0.060223  0.025645  0.052014  0.030003  0.030993  0.080326  0.053344  0.030332  0.146494  0.087208  0.075962  0.061930  0.045385  0.018178  0.018396  0.028345  0.036003  0.043452  0.062894  0.046092  0.062442  0.028185  0.046739  0.021893  0.021811  0.068913  0.151330  0.059678  0.024082  0.116756  0.068335  0.015841  0.025058
4.79  0.023039  0.017052  0.025528  0.024031  0.045421  0.025290  0.042352  0.041806  0.110163  0.122491  0.045319  0.060020  0.025645  0.052014  0.029893  0.030883  0.079845  0.053344  0.030332  0.146358  0.087011  0.075863  0.061815  0.045385  0.018069  0.018287  0.028169  0.035915  0.043137  0.062973  0.045918  0.062094  0.028067  0.046622  0.021893  0.021811  0.068872  0.151084  0.059870  0.023891  0.116127  0.068335  0.015841  0.025058
4.80  0.022974  0.016921  0.025362  0.023865  0.045170  0.025227  0.042352  0.041697  0.109114  0.122359  0.045319  0.059919  0.025542  0.051911  0.029674  0.030773  0.079432  0.053413  0.030468  0.146358  0.086814  0.075765  0.061815  0.045270  0.018069  0.018069  0.027905  0.035739  0.043452  0.063131  0.045832  0.061746  0.027832  0.046387  0.021893  0.021811  0.068790  0.150878  0.060062  0.023699  0.115498  0.068335  0.015697  0.024914
4.81  0.022844  0.016856  0.025195  0.023699  0.044918  0.025101  0.042352  0.041588  0.108196  0.122097  0.045319  0.059817  0.025542  0.051911  0.029564  0.030553  0.079087  0.053413  0.030468  0.146222  0.086518  0.075666  0.061700  0.045155  0.017960  0.017852  0.027729  0.035563  0.043845  0.063209  0.045658  0.061399  0.027715  0.046504  0.021893  0.021811  0.068708  0.150632  0.060254  0.023507  0.114869  0.068125  0.015697  0.024770
4.82  0.022779  0.016726  0.025112  0.023532  0.044729  0.025038  0.042352  0.041479  0.107278  0.121835  0.045319  0.059716  0.025542  0.051808  0.029454  0.030443  0.078675  0.053413  0.030605  0.146222  0.086222  0.075567  0.061586  0.045155  0.017852  0.017743  0.027552  0.035387  0.044160  0.063367  0.045571  0.061138  0.027480  0.046857  0.021893  0.021893  0.068626  0.150386  0.060446  0.023315  0.114241  0.068125  0.015553  0.024626
4.83  0.022649  0.016661  0.024946  0.023366  0.044478  0.024912  0.042352  0.041369  0.106228  0.121573  0.045421  0.059615  0.025438  0.051704  0.029344  0.030333  0.078262  0.053413  0.030605  0.146086  0.085926  0.075469  0.061471  0.045040  0.017743  0.017525  0.027376  0.035211  0.044396  0.063446  0.045397  0.060790  0.027362  0.047209  0.021893  0.021893  0.068544  0.150140  0.060542  0.023123  0.113612  0.068125  0.015553  0.024482
4.84  0.022584  0.016596  0.024780  0.023283  0.044289  0.024850  0.042352  0.041260  0.105310  0.121179  0.045421  0.059412  0.025438  0.051704  0.029124  0.030223  0.077917  0.053413  0.030741  0.145950  0.085630  0.075370  0.061356  0.044925  0.017743  0.017416  0.027200  0.035035  0.044632  0.063524  0.045223  0.060442  0.027128  0.047561  0.021893  0.021893  0.068462  0.149893  0.060734  0.023123  0.112983  0.067915  0.015409  0.024338
4.85  0.022453  0.016466  0.024613  0.023116  0.044037  0.024724  0.042352  0.041042  0.104392  0.120917  0.045421  0.059310  0.025335  0.051601  0.029014  0.030003  0.077573  0.053413  0.030741  0.145950  0.085334  0.075271  0.061241  0.044810  0.017634  0.017198  0.027024  0.034859  0.044790  0.063603  0.045049  0.060094  0.027010  0.047914  0.021893  0.021893  0.068380  0.149606  0.060926  0.023219  0.112354  0.067915  0.015409  0.024194
4.86  0.022388  0.016401  0.024530  0.022950  0.043848  0.024661  0.042352  0.040933  0.103343  0.120523  0.045421  0.059209  0.025335  0.051497  0.028904  0.029893  0.077229  0.053482  0.030741  0.145814  0.085433  0.075173  0.061126  0.044695  0.017525  0.017198  0.026848  0.034683  0.044868  0.063682  0.044788  0.059833  0.026775  0.048266  0.021893  0.021975  0.068298  0.149360  0.061022  0.023219  0.111725  0.067706  0.015265  0.024050
4.87  0.022258  0.016271  0.024364  0.022784  0.043660  0.024535  0.042352  0.040824  0.102425  0.120261  0.045522  0.059108  0.025335  0.051394  0.028794  0.029784  0.076885  0.053482  0.030877  0.145678  0.085729  0.075074  0.061011  0.044581  0.017416  0.017198  0.026672  0.034595  0.045026  0.063760  0.044614  0.059485  0.026658  0.048501  0.021893  0.021975  0.068215  0.149072  0.061214  0.023219  0.111096  0.067706  0.015265  0.023906
4.88  0.022193  0.016205  0.024197  0.022701  0.043534  0.024409  0.042352  0.040714  0.101638  0.119868  0.045522  0.058905  0.025232  0.051291  0.028575  0.029564  0.076541  0.053482  0.030877  0.145541  0.085926  0.074975  0.060896  0.044466  0.017307  0.017307  0.026496  0.034419  0.045026  0.063839  0.044353  0.059137  0.026423  0.048736  0.021893  0.021975  0.068133  0.148785  0.061405  0.023315  0.110677  0.067496  0.015121  0.023762
